A	B	score	A_gene	B_gene	AinRAP	BinRAP
9606.ENSP00000330054	9606.ENSP00000467676	949	EEF1A1	RPS15	FALSE	TRUE
9606.ENSP00000262803	9606.ENSP00000357459	948	UPF1	ADAR	FALSE	TRUE
9606.ENSP00000360154	9606.ENSP00000387286	948	OCRL	RAB1A	TRUE	FALSE
9606.ENSP00000309334	9606.ENSP00000429931	948	RPL15	EIF3H	TRUE	FALSE
9606.ENSP00000230050	9606.ENSP00000330054	947	RPS12	EEF1A1	TRUE	FALSE
9606.ENSP00000295688	9606.ENSP00000349960	947	CCT3	ACTB	TRUE	FALSE
9606.ENSP00000222247	9606.ENSP00000364119	947	RPL18A	EIF2S2	FALSE	TRUE
9606.ENSP00000290341	9606.ENSP00000391826	947	IGF2BP1	IGF2	FALSE	TRUE
9606.ENSP00000221419	9606.ENSP00000283179	946	HNRNPL	HNRNPU	FALSE	TRUE
9606.ENSP00000270625	9606.ENSP00000289371	946	RPS11	EIF5B	FALSE	TRUE
9606.ENSP00000331310	9606.ENSP00000349960	946	MORF4L1	ACTB	TRUE	FALSE
9606.ENSP00000254108	9606.ENSP00000352438	946	FUS	PCBP2	TRUE	FALSE
9606.ENSP00000349960	9606.ENSP00000352918	946	ACTB	ARPC5	FALSE	TRUE
9606.ENSP00000349960	9606.ENSP00000353643	946	ACTB	MORF4L2	FALSE	TRUE
9606.ENSP00000289371	9606.ENSP00000429931	946	EIF5B	EIF3H	TRUE	FALSE
9606.ENSP00000221419	9606.ENSP00000338477	945	HNRNPL	HNRNPF	FALSE	TRUE
9606.ENSP00000254108	9606.ENSP00000341826	945	FUS	HNRNPA1	TRUE	FALSE
9606.ENSP00000254193	9606.ENSP00000341826	945	SNRPA1	HNRNPA1	TRUE	FALSE
9606.ENSP00000244020	9606.ENSP00000352438	945	SRSF6	PCBP2	TRUE	FALSE
9606.ENSP00000361949	9606.ENSP00000398131	945	PABPC4	GSPT1	TRUE	FALSE
9606.ENSP00000270625	9606.ENSP00000419038	945	RPS11	GFM1	FALSE	TRUE
9606.ENSP00000255381	9606.ENSP00000349960	944	MYH4	ACTB	TRUE	FALSE
9606.ENSP00000349960	9606.ENSP00000360266	944	ACTB	JUN	FALSE	TRUE
9606.ENSP00000289371	9606.ENSP00000370258	944	EIF5B	EIF3CL	TRUE	FALSE
9606.ENSP00000296577	9606.ENSP00000370258	944	ABCE1	EIF3CL	TRUE	FALSE
9606.ENSP00000220849	9606.ENSP00000262056	943	EIF3E	EIF4B	TRUE	FALSE
9606.ENSP00000309830	9606.ENSP00000336702	943	RPL38	EIF5A	TRUE	FALSE
9606.ENSP00000258962	9606.ENSP00000352438	943	SRSF1	PCBP2	TRUE	FALSE
9606.ENSP00000262584	9606.ENSP00000429931	943	RPL8	EIF3H	TRUE	FALSE
9606.ENSP00000313007	9606.ENSP00000429931	943	PABPC1	EIF3H	TRUE	FALSE
9606.ENSP00000225655	9606.ENSP00000302790	942	PFN1	XPO6	FALSE	TRUE
9606.ENSP00000294053	9606.ENSP00000305958	942	CLPB	STIP1	TRUE	FALSE
9606.ENSP00000270625	9606.ENSP00000315017	942	RPS11	MRPL1	FALSE	TRUE
9606.ENSP00000309830	9606.ENSP00000330054	942	RPL38	EEF1A1	TRUE	FALSE
9606.ENSP00000253108	9606.ENSP00000346001	942	EIF3G	RPL3	TRUE	FALSE
9606.ENSP00000335084	9606.ENSP00000349960	942	PPP1CC	ACTB	TRUE	FALSE
9606.ENSP00000362744	9606.ENSP00000429931	942	RPS4X	EIF3H	TRUE	FALSE
9606.ENSP00000429931	9606.ENSP00000467676	942	EIF3H	RPS15	FALSE	TRUE
9606.ENSP00000262803	9606.ENSP00000473172	942	UPF1	RUVBL2	FALSE	TRUE
9606.ENSP00000221419	9606.ENSP00000254108	941	HNRNPL	FUS	FALSE	TRUE
