A	B	score	A_gene	B_gene	AinRAP	BinRAP
9606.ENSP00000222247	9606.ENSP00000436049	493	RPL18A	EIF3M	FALSE	TRUE
9606.ENSP00000346001	9606.ENSP00000436049	493	RPL3	EIF3M	FALSE	TRUE
9606.ENSP00000230050	9606.ENSP00000336702	492	RPS12	EIF5A	TRUE	FALSE
9606.ENSP00000199320	9606.ENSP00000346027	492	DIMT1	RPL21	TRUE	FALSE
9606.ENSP00000346027	9606.ENSP00000355471	492	RPL21	TFB2M	FALSE	TRUE
9606.ENSP00000346027	9606.ENSP00000356134	492	RPL21	TFB1M	FALSE	TRUE
9606.ENSP00000292644	9606.ENSP00000398131	492	PSMC2	GSPT1	TRUE	FALSE
9606.ENSP00000221419	9606.ENSP00000295971	491	HNRNPL	RBM47	FALSE	TRUE
9606.ENSP00000222254	9606.ENSP00000330054	491	PIK3R2	EEF1A1	TRUE	FALSE
9606.ENSP00000304151	9606.ENSP00000370258	491	BOP1	EIF3CL	TRUE	FALSE
9606.ENSP00000369100	9606.ENSP00000405573	491	PFKFB3	GPI	TRUE	FALSE
9606.ENSP00000336702	9606.ENSP00000349658	490	EIF5A	XPNPEP3	FALSE	TRUE
9606.ENSP00000295598	9606.ENSP00000350310	490	ATP1A1	ATP2B4	FALSE	TRUE
9606.ENSP00000295688	9606.ENSP00000305958	489	CCT3	STIP1	TRUE	FALSE
9606.ENSP00000361626	9606.ENSP00000361949	489	YBX1	PABPC4	FALSE	TRUE
9606.ENSP00000225655	9606.ENSP00000370007	489	PFN1	TMSB4X	FALSE	TRUE
9606.ENSP00000325240	9606.ENSP00000416706	489	LASP1	ACTBL2	FALSE	TRUE
9606.ENSP00000418734	9606.ENSP00000429931	489	MYSM1	EIF3H	TRUE	FALSE
9606.ENSP00000346001	9606.ENSP00000448035	489	RPL3	NACA	FALSE	TRUE
9606.ENSP00000225655	9606.ENSP00000272102	488	PFN1	ARF1	FALSE	TRUE
9606.ENSP00000354125	9606.ENSP00000354722	488	EIF3B	EIF1AY	TRUE	FALSE
9606.ENSP00000346001	9606.ENSP00000370508	488	RPL3	MTIF3	FALSE	TRUE
9606.ENSP00000362744	9606.ENSP00000382840	488	RPS4X	DDX3X	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000396308	488	ACTA2	DHFR	FALSE	TRUE
9606.ENSP00000270625	9606.ENSP00000411532	488	RPS11	TOP2A	FALSE	TRUE
9606.ENSP00000391723	9606.ENSP00000417686	488	PUM1	SLBP	FALSE	TRUE
9606.ENSP00000228251	9606.ENSP00000275493	487	YBX3	EGFR	FALSE	TRUE
9606.ENSP00000261772	9606.ENSP00000330054	487	AARS	EEF1A1	TRUE	FALSE
9606.ENSP00000259335	9606.ENSP00000341826	487	KIAA0368	HNRNPA1	TRUE	FALSE
9606.ENSP00000307567	9606.ENSP00000341826	487	QARS	HNRNPA1	TRUE	FALSE
9606.ENSP00000336702	9606.ENSP00000365534	487	EIF5A	THNSL1	FALSE	TRUE
9606.ENSP00000311028	9606.ENSP00000367398	487	RPS14	NPHP4	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000373713	487	ACTA2	SACM1L	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000388648	487	ACTA2	CHEK1	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000295688	486	ACTA2	CCT3	FALSE	TRUE
9606.ENSP00000262056	9606.ENSP00000358089	486	EIF4B	TIAL1	FALSE	TRUE
9606.ENSP00000262056	9606.ENSP00000362576	486	EIF4B	YARS	FALSE	TRUE
9606.ENSP00000289292	9606.ENSP00000382840	486	SHROOM4	DDX3X	TRUE	FALSE
9606.ENSP00000350028	9606.ENSP00000390651	486	MOV10	IRAK4	FALSE	TRUE
9606.ENSP00000346001	9606.ENSP00000417602	486	RPL3	MRPL47	FALSE	TRUE
9606.ENSP00000305958	9606.ENSP00000426909	486	STIP1	RACK1	FALSE	TRUE
9606.ENSP00000225655	9606.ENSP00000316357	485	PFN1	USP9X	FALSE	TRUE
9606.ENSP00000295598	9606.ENSP00000324172	485	ATP1A1	ATP2B2	FALSE	TRUE
9606.ENSP00000305958	9606.ENSP00000327191	485	STIP1	CCT6B	FALSE	TRUE
9606.ENSP00000329715	9606.ENSP00000346001	485	DRG1	RPL3	TRUE	FALSE
9606.ENSP00000270625	9606.ENSP00000346762	485	RPS11	SND1	FALSE	TRUE
9606.ENSP00000262803	9606.ENSP00000347733	485	UPF1	TRRAP	FALSE	TRUE
9606.ENSP00000216038	9606.ENSP00000355011	485	RTCB	ILF2	FALSE	TRUE
9606.ENSP00000338862	9606.ENSP00000370258	485	BRIX1	EIF3CL	TRUE	FALSE
9606.ENSP00000330054	9606.ENSP00000374387	485	EEF1A1	TRMT44	FALSE	TRUE
9606.ENSP00000225655	9606.ENSP00000376306	485	PFN1	CIT	FALSE	TRUE
9606.ENSP00000358089	9606.ENSP00000413964	485	TIAL1	LSM14A	TRUE	FALSE
9606.ENSP00000305958	9606.ENSP00000419782	485	STIP1	CDK5	FALSE	TRUE
9606.ENSP00000221283	9606.ENSP00000311449	484	STXBP2	RAB6A	TRUE	FALSE
9606.ENSP00000293842	9606.ENSP00000336702	484	RPL26	EIF5A	TRUE	FALSE
9606.ENSP00000341826	9606.ENSP00000353770	484	HNRNPA1	RRM2	FALSE	TRUE
9606.ENSP00000229239	9606.ENSP00000361626	484	GAPDH	YBX1	TRUE	FALSE
9606.ENSP00000336702	9606.ENSP00000364119	484	EIF5A	EIF2S2	FALSE	TRUE
9606.ENSP00000261741	9606.ENSP00000370258	484	RBM19	EIF3CL	TRUE	FALSE
9606.ENSP00000362993	9606.ENSP00000382840	484	BICC1	DDX3X	TRUE	FALSE
9606.ENSP00000405573	9606.ENSP00000416706	484	GPI	ACTBL2	FALSE	TRUE
9606.ENSP00000349960	9606.ENSP00000428845	484	ACTB	VDAC3	FALSE	TRUE
9606.ENSP00000222247	9606.ENSP00000295822	483	RPL18A	EIF5A2	FALSE	TRUE
9606.ENSP00000309629	9606.ENSP00000309871	483	CFL1	RACGAP1	FALSE	TRUE
9606.ENSP00000268802	9606.ENSP00000311028	483	NOB1	RPS14	TRUE	FALSE
9606.ENSP00000286713	9606.ENSP00000320935	483	STOM	SLC2A4	FALSE	TRUE
9606.ENSP00000301012	9606.ENSP00000336702	483	MVD	EIF5A	TRUE	FALSE
9606.ENSP00000266970	9606.ENSP00000341826	483	CDK2	HNRNPA1	TRUE	FALSE
9606.ENSP00000234590	9606.ENSP00000346001	483	ENO1	RPL3	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000364801	483	ACTA2	HSPA1B	FALSE	TRUE
9606.ENSP00000336702	9606.ENSP00000375730	483	EIF5A	RPL13A	FALSE	TRUE
9606.ENSP00000303208	9606.ENSP00000401450	483	PCSK9	RPL28	TRUE	FALSE
9606.ENSP00000270625	9606.ENSP00000325312	482	RPS11	METAP2	FALSE	TRUE
9606.ENSP00000296328	9606.ENSP00000330054	482	UBXN7	EEF1A1	TRUE	FALSE
9606.ENSP00000300146	9606.ENSP00000354522	482	PATL1	TOP1	FALSE	TRUE
9606.ENSP00000295598	9606.ENSP00000358501	482	ATP1A1	CD58	FALSE	TRUE
9606.ENSP00000330054	9606.ENSP00000361446	482	EEF1A1	POLR3A	FALSE	TRUE
9606.ENSP00000327821	9606.ENSP00000398131	482	XPOT	GSPT1	TRUE	FALSE
9606.ENSP00000322175	9606.ENSP00000405573	482	AK4	GPI	TRUE	FALSE
9606.ENSP00000350028	9606.ENSP00000426909	482	MOV10	RACK1	FALSE	TRUE
9606.ENSP00000404375	9606.ENSP00000466214	482	RPL36A	PDCD5	FALSE	TRUE
9606.ENSP00000254799	9606.ENSP00000401450	481	GRSF1	RPL28	TRUE	FALSE
9606.ENSP00000296417	9606.ENSP00000311449	480	H2AFZ	RAB6A	TRUE	FALSE
9606.ENSP00000300738	9606.ENSP00000341826	480	RRM1	HNRNPA1	TRUE	FALSE
9606.ENSP00000295897	9606.ENSP00000349960	480	ALB	ACTB	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000366124	480	ACTA2	CST3	FALSE	TRUE
9606.ENSP00000323858	9606.ENSP00000370258	480	DDX54	EIF3CL	TRUE	FALSE
9606.ENSP00000313171	9606.ENSP00000318177	479	ATAD5	FUBP3	TRUE	FALSE
9606.ENSP00000247207	9606.ENSP00000341826	479	HSPA2	HNRNPA1	TRUE	FALSE
9606.ENSP00000262056	9606.ENSP00000348578	479	EIF4B	G3BP1	FALSE	TRUE
9606.ENSP00000301364	9606.ENSP00000370258	479	TSR1	EIF3CL	TRUE	FALSE
9606.ENSP00000342278	9606.ENSP00000404375	479	OAS2	RPL36A	TRUE	FALSE
9606.ENSP00000368699	9606.ENSP00000404375	479	ISG15	RPL36A	TRUE	FALSE
9606.ENSP00000215659	9606.ENSP00000224784	478	MAPK12	ACTA2	TRUE	FALSE
9606.ENSP00000261313	9606.ENSP00000264995	478	PEBP1	MRPL3	FALSE	TRUE
9606.ENSP00000306548	9606.ENSP00000336702	478	MRPL13	EIF5A	TRUE	FALSE
9606.ENSP00000311449	9606.ENSP00000347890	478	RAB6A	DNM2	FALSE	TRUE
9606.ENSP00000346050	9606.ENSP00000349960	478	RPS3A	ACTB	TRUE	FALSE
9606.ENSP00000225655	9606.ENSP00000357516	478	PFN1	TPM3	FALSE	TRUE
9606.ENSP00000331019	9606.ENSP00000358635	478	RPS27L	SYNCRIP	TRUE	FALSE
9606.ENSP00000355173	9606.ENSP00000387286	478	ATG9A	RAB1A	TRUE	FALSE
9606.ENSP00000225655	9606.ENSP00000272233	477	PFN1	RHOB	FALSE	TRUE
9606.ENSP00000316950	9606.ENSP00000341826	477	MYEF2	HNRNPA1	TRUE	FALSE
9606.ENSP00000225655	9606.ENSP00000345230	477	PFN1	TPM4	FALSE	TRUE
9606.ENSP00000229239	9606.ENSP00000346001	477	GAPDH	RPL3	TRUE	FALSE
9606.ENSP00000225792	9606.ENSP00000351108	477	DDX5	HNRNPAB	TRUE	FALSE
9606.ENSP00000348577	9606.ENSP00000367220	477	RANGAP1	ACTR2	TRUE	FALSE
9606.ENSP00000253039	9606.ENSP00000398131	477	EIF2S3	GSPT1	TRUE	FALSE
9606.ENSP00000330054	9606.ENSP00000419038	477	EEF1A1	GFM1	FALSE	TRUE
9606.ENSP00000302111	9606.ENSP00000349960	476	MGMT	ACTB	TRUE	FALSE
9606.ENSP00000341826	9606.ENSP00000357459	476	HNRNPA1	ADAR	FALSE	TRUE
9606.ENSP00000349428	9606.ENSP00000371634	476	PTBP1	IGF2BP2	TRUE	FALSE
9606.ENSP00000241600	9606.ENSP00000382840	476	MRPS2	DDX3X	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000252486	475	ACTA2	APOE	FALSE	TRUE
9606.ENSP00000311028	9606.ENSP00000325312	475	RPS14	METAP2	FALSE	TRUE
9606.ENSP00000259818	9606.ENSP00000330054	475	TUBB2B	EEF1A1	TRUE	FALSE
9606.ENSP00000293831	9606.ENSP00000370258	475	EIF4A1	EIF3CL	TRUE	FALSE
9606.ENSP00000335044	9606.ENSP00000398131	475	ARID2	GSPT1	TRUE	FALSE
9606.ENSP00000305958	9606.ENSP00000420514	475	STIP1	BAG1	FALSE	TRUE
9606.ENSP00000324124	9606.ENSP00000354722	474	POLR2L	EIF1AY	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000355205	474	ACTA2	INO80	FALSE	TRUE
9606.ENSP00000355011	9606.ENSP00000371634	474	ILF2	IGF2BP2	TRUE	FALSE
9606.ENSP00000262056	9606.ENSP00000319341	473	EIF4B	LSM10	FALSE	TRUE
9606.ENSP00000265351	9606.ENSP00000336702	473	XPO5	EIF5A	TRUE	FALSE
9606.ENSP00000302790	9606.ENSP00000336702	473	XPO6	EIF5A	TRUE	FALSE
9606.ENSP00000404375	9606.ENSP00000436049	473	RPL36A	EIF3M	FALSE	TRUE
9606.ENSP00000263360	9606.ENSP00000382840	472	EED	DDX3X	TRUE	FALSE
9606.ENSP00000382840	9606.ENSP00000410769	472	DDX3X	CNBP	FALSE	TRUE
9606.ENSP00000262033	9606.ENSP00000336702	471	PTGES3	EIF5A	TRUE	FALSE
9606.ENSP00000258457	9606.ENSP00000346027	471	C2orf49	RPL21	TRUE	FALSE
9606.ENSP00000261267	9606.ENSP00000346027	471	LYZ	RPL21	TRUE	FALSE
9606.ENSP00000350720	9606.ENSP00000405573	471	SMARCA4	GPI	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000227507	470	ACTA2	CCND1	FALSE	TRUE
9606.ENSP00000262056	9606.ENSP00000262878	470	EIF4B	SAMHD1	FALSE	TRUE
9606.ENSP00000325875	9606.ENSP00000341826	470	HSP90AB1	HNRNPA1	TRUE	FALSE
9606.ENSP00000367203	9606.ENSP00000382840	470	KDM6A	DDX3X	TRUE	FALSE
9606.ENSP00000347890	9606.ENSP00000387286	470	DNM2	RAB1A	TRUE	FALSE
9606.ENSP00000387286	9606.ENSP00000387307	470	RAB1A	RAB6C	FALSE	TRUE
9606.ENSP00000358089	9606.ENSP00000391723	470	TIAL1	PUM1	TRUE	FALSE
9606.ENSP00000346050	9606.ENSP00000398131	470	RPS3A	GSPT1	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000304593	469	ACTA2	ZNHIT1	FALSE	TRUE
9606.ENSP00000304593	9606.ENSP00000349960	469	ZNHIT1	ACTB	TRUE	FALSE
9606.ENSP00000313391	9606.ENSP00000349960	469	DAB2	ACTB	TRUE	FALSE
9606.ENSP00000330054	9606.ENSP00000351686	469	EEF1A1	PRDM10	FALSE	TRUE
9606.ENSP00000196551	9606.ENSP00000370258	469	RPS5	EIF3CL	TRUE	FALSE
9606.ENSP00000338573	9606.ENSP00000370258	469	GNL3L	EIF3CL	TRUE	FALSE
9606.ENSP00000258772	9606.ENSP00000382840	469	DDX56	DDX3X	TRUE	FALSE
9606.ENSP00000370258	9606.ENSP00000395772	469	EIF3CL	GNL3	FALSE	TRUE
9606.ENSP00000361076	9606.ENSP00000429931	469	RPL7A	EIF3H	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000455507	469	ACTA2	OBSCN	FALSE	TRUE
9606.ENSP00000349960	9606.ENSP00000455507	469	ACTB	OBSCN	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000261769	468	ACTA2	CDH1	FALSE	TRUE
9606.ENSP00000332340	9606.ENSP00000341826	468	DDX28	HNRNPA1	TRUE	FALSE
9606.ENSP00000309629	9606.ENSP00000355652	468	CFL1	RHOU	FALSE	TRUE
9606.ENSP00000216038	9606.ENSP00000358812	468	RTCB	PDCD11	FALSE	TRUE
9606.ENSP00000335084	9606.ENSP00000382840	468	PPP1CC	DDX3X	TRUE	FALSE
9606.ENSP00000382840	9606.ENSP00000417229	468	DDX3X	EIF2A	FALSE	TRUE
9606.ENSP00000275493	9606.ENSP00000295598	467	EGFR	ATP1A1	TRUE	FALSE
9606.ENSP00000248342	9606.ENSP00000361626	467	EIF3K	YBX1	TRUE	FALSE
9606.ENSP00000311449	9606.ENSP00000386443	467	RAB6A	TGOLN2	FALSE	TRUE
9606.ENSP00000279281	9606.ENSP00000401450	467	VPS51	RPL28	TRUE	FALSE
9606.ENSP00000225655	9606.ENSP00000263895	466	PFN1	RND3	FALSE	TRUE
9606.ENSP00000225655	9606.ENSP00000308461	466	PFN1	RND1	FALSE	TRUE
9606.ENSP00000245816	9606.ENSP00000311028	466	CLPP	RPS14	TRUE	FALSE
9606.ENSP00000225655	9606.ENSP00000355652	466	PFN1	RHOU	FALSE	TRUE
9606.ENSP00000225655	9606.ENSP00000369318	466	PFN1	RHOBTB3	FALSE	TRUE
9606.ENSP00000256194	9606.ENSP00000387286	466	MICAL2	RAB1A	TRUE	FALSE
9606.ENSP00000262544	9606.ENSP00000390783	466	SEC23B	SCFD1	TRUE	FALSE
9606.ENSP00000300648	9606.ENSP00000398131	466	GCN1	GSPT1	TRUE	FALSE
9606.ENSP00000309629	9606.ENSP00000324105	465	CFL1	ENO3	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000346643	465	ACTA2	HKDC1	FALSE	TRUE
9606.ENSP00000311028	9606.ENSP00000349142	465	RPS14	ATP5C1	FALSE	TRUE
9606.ENSP00000346643	9606.ENSP00000349960	465	HKDC1	ACTB	TRUE	FALSE
9606.ENSP00000233242	9606.ENSP00000361626	465	APOB	YBX1	TRUE	FALSE
9606.ENSP00000216038	9606.ENSP00000376309	465	RTCB	HNRNPA3	FALSE	TRUE
9606.ENSP00000247207	9606.ENSP00000387286	465	HSPA2	RAB1A	TRUE	FALSE
9606.ENSP00000228251	9606.ENSP00000330460	464	YBX3	DDX59	FALSE	TRUE
9606.ENSP00000228251	9606.ENSP00000346120	464	YBX3	DDX21	FALSE	TRUE
9606.ENSP00000330054	9606.ENSP00000351314	464	EEF1A1	PSMB10	FALSE	TRUE
9606.ENSP00000341826	9606.ENSP00000354346	464	HNRNPA1	MATR3	FALSE	TRUE
9606.ENSP00000330460	9606.ENSP00000361626	464	DDX59	YBX1	TRUE	FALSE
9606.ENSP00000228251	9606.ENSP00000362687	464	YBX3	DDX50	FALSE	TRUE
9606.ENSP00000361626	9606.ENSP00000362687	464	YBX1	DDX50	FALSE	TRUE
9606.ENSP00000262056	9606.ENSP00000424417	464	EIF4B	PLRG1	FALSE	TRUE
9606.ENSP00000351108	9606.ENSP00000424417	464	HNRNPAB	PLRG1	FALSE	TRUE
9606.ENSP00000222247	9606.ENSP00000264705	463	RPL18A	CAD	FALSE	TRUE
9606.ENSP00000292385	9606.ENSP00000309629	463	DBN1	CFL1	TRUE	FALSE
9606.ENSP00000290341	9606.ENSP00000334499	463	IGF2BP1	PTBP3	FALSE	TRUE
9606.ENSP00000252543	9606.ENSP00000336702	463	RPL36	EIF5A	TRUE	FALSE
9606.ENSP00000296577	9606.ENSP00000336702	463	ABCE1	EIF5A	TRUE	FALSE
9606.ENSP00000295006	9606.ENSP00000341826	463	CAPN2	HNRNPA1	TRUE	FALSE
9606.ENSP00000346027	9606.ENSP00000360124	463	RPL21	PGM1	FALSE	TRUE
9606.ENSP00000264954	9606.ENSP00000367220	463	GRPEL1	ACTR2	TRUE	FALSE
9606.ENSP00000334499	9606.ENSP00000371634	463	PTBP3	IGF2BP2	TRUE	FALSE
9606.ENSP00000216038	9606.ENSP00000373487	463	RTCB	KRT18	FALSE	TRUE
9606.ENSP00000378699	9606.ENSP00000382840	463	CDC2	DDX3X	TRUE	FALSE
9606.ENSP00000370258	9606.ENSP00000388872	463	EIF3CL	CLUH	FALSE	TRUE
9606.ENSP00000349960	9606.ENSP00000396704	463	ACTB	TOP2B	FALSE	TRUE
9606.ENSP00000296577	9606.ENSP00000416892	463	ABCE1	EIF3L	TRUE	FALSE
9606.ENSP00000349960	9606.ENSP00000426909	463	ACTB	RACK1	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000265713	462	ACTA2	KAT6A	FALSE	TRUE
9606.ENSP00000349142	9606.ENSP00000349960	462	ATP5C1	ACTB	TRUE	FALSE
9606.ENSP00000309629	9606.ENSP00000358866	462	CFL1	FLNA	FALSE	TRUE
9606.ENSP00000336702	9606.ENSP00000360671	462	EIF5A	SLC25A5	FALSE	TRUE
9606.ENSP00000261313	9606.ENSP00000405455	462	PEBP1	TKT	FALSE	TRUE
9606.ENSP00000196551	9606.ENSP00000416892	462	RPS5	EIF3L	TRUE	FALSE
9606.ENSP00000244020	9606.ENSP00000262803	461	SRSF6	UPF1	TRUE	FALSE
9606.ENSP00000261313	9606.ENSP00000282276	461	PEBP1	MARS2	FALSE	TRUE
9606.ENSP00000270625	9606.ENSP00000297990	461	RPS11	NOL6	FALSE	TRUE
9606.ENSP00000282903	9606.ENSP00000341826	461	PLOD2	HNRNPA1	TRUE	FALSE
9606.ENSP00000326003	9606.ENSP00000346027	461	PUS10	RPL21	TRUE	FALSE
9606.ENSP00000270625	9606.ENSP00000356399	461	RPS11	CFH	FALSE	TRUE
9606.ENSP00000352438	9606.ENSP00000361949	461	PCBP2	PABPC4	FALSE	TRUE
9606.ENSP00000225655	9606.ENSP00000362931	461	PFN1	SRPK1	FALSE	TRUE
9606.ENSP00000368699	9606.ENSP00000370258	461	ISG15	EIF3CL	TRUE	FALSE
9606.ENSP00000270625	9606.ENSP00000371101	461	RPS11	NOL10	FALSE	TRUE
9606.ENSP00000350491	9606.ENSP00000404375	461	PRIM1	RPL36A	TRUE	FALSE
9606.ENSP00000336702	9606.ENSP00000408526	461	EIF5A	IMPA1	FALSE	TRUE
9606.ENSP00000222247	9606.ENSP00000466214	461	RPL18A	PDCD5	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000287239	460	ACTA2	KAT6B	FALSE	TRUE
9606.ENSP00000251413	9606.ENSP00000349960	460	TUBG1	ACTB	TRUE	FALSE
9606.ENSP00000376178	9606.ENSP00000387286	460	STX2	RAB1A	TRUE	FALSE
9606.ENSP00000261313	9606.ENSP00000288937	459	PEBP1	MRPL17	FALSE	TRUE
9606.ENSP00000270625	9606.ENSP00000301364	459	RPS11	TSR1	FALSE	TRUE
9606.ENSP00000274008	9606.ENSP00000305958	459	SPATA5	STIP1	TRUE	FALSE
9606.ENSP00000295897	9606.ENSP00000346027	459	ALB	RPL21	TRUE	FALSE
9606.ENSP00000351686	9606.ENSP00000361626	459	PRDM10	YBX1	TRUE	FALSE
9606.ENSP00000311028	9606.ENSP00000369351	459	RPS14	TET2	FALSE	TRUE
9606.ENSP00000350934	9606.ENSP00000370258	459	RABEP2	EIF3CL	TRUE	FALSE
9606.ENSP00000354722	9606.ENSP00000380156	459	EIF1AY	RPL32	FALSE	TRUE
9606.ENSP00000326550	9606.ENSP00000391723	459	TACC3	PUM1	TRUE	FALSE
9606.ENSP00000308466	9606.ENSP00000404375	459	PBLD	RPL36A	TRUE	FALSE
9606.ENSP00000300146	9606.ENSP00000417229	459	PATL1	EIF2A	FALSE	TRUE
9606.ENSP00000254260	9606.ENSP00000429931	459	RHPN2	EIF3H	TRUE	FALSE
9606.ENSP00000262056	9606.ENSP00000273541	458	EIF4B	ISY1	FALSE	TRUE
9606.ENSP00000234590	9606.ENSP00000295598	458	ENO1	ATP1A1	TRUE	FALSE
9606.ENSP00000263202	9606.ENSP00000305958	458	UFD1	STIP1	TRUE	FALSE
9606.ENSP00000313007	9606.ENSP00000336702	458	PABPC1	EIF5A	TRUE	FALSE
9606.ENSP00000273541	9606.ENSP00000341826	458	ISY1	HNRNPA1	TRUE	FALSE
9606.ENSP00000273541	9606.ENSP00000351108	458	ISY1	HNRNPAB	TRUE	FALSE
9606.ENSP00000228251	9606.ENSP00000304604	457	YBX3	MAGI3	FALSE	TRUE
9606.ENSP00000264187	9606.ENSP00000309629	457	NID1	CFL1	TRUE	FALSE
9606.ENSP00000264705	9606.ENSP00000311028	457	CAD	RPS14	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000344456	457	ACTA2	CTNNB1	FALSE	TRUE
9606.ENSP00000254193	9606.ENSP00000351108	457	SNRPA1	HNRNPAB	TRUE	FALSE
9606.ENSP00000348933	9606.ENSP00000354722	457	CCDC25	EIF1AY	TRUE	FALSE
9606.ENSP00000338020	9606.ENSP00000361626	457	EIF4G1	YBX1	TRUE	FALSE
9606.ENSP00000349960	9606.ENSP00000378201	457	ACTB	ZBTB1	FALSE	TRUE
9606.ENSP00000341826	9606.ENSP00000382697	457	HNRNPA1	ROCK1	FALSE	TRUE
9606.ENSP00000379658	9606.ENSP00000382840	457	ETV6	DDX3X	TRUE	FALSE
9606.ENSP00000221419	9606.ENSP00000416293	457	HNRNPL	SLC2A1	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000257904	456	ACTA2	CDK4	FALSE	TRUE
9606.ENSP00000265100	9606.ENSP00000336702	456	RPL26L1	EIF5A	TRUE	FALSE
9606.ENSP00000229239	9606.ENSP00000341826	456	GAPDH	HNRNPA1	TRUE	FALSE
9606.ENSP00000341826	9606.ENSP00000343745	456	HNRNPA1	DICER1	FALSE	TRUE
9606.ENSP00000295598	9606.ENSP00000356832	456	ATP1A1	SGK1	FALSE	TRUE
9606.ENSP00000346001	9606.ENSP00000359939	456	RPL3	EXOSC1	FALSE	TRUE
9606.ENSP00000269571	9606.ENSP00000361626	456	ERBB2	YBX1	TRUE	FALSE
9606.ENSP00000261313	9606.ENSP00000309503	455	PEBP1	YWHAZ	FALSE	TRUE
9606.ENSP00000295688	9606.ENSP00000330054	455	CCT3	EEF1A1	TRUE	FALSE
9606.ENSP00000328854	9606.ENSP00000336702	455	NOC4L	EIF5A	TRUE	FALSE
9606.ENSP00000242839	9606.ENSP00000341826	455	ATP7B	HNRNPA1	TRUE	FALSE
9606.ENSP00000349960	9606.ENSP00000368699	455	ACTB	ISG15	FALSE	TRUE
9606.ENSP00000254108	9606.ENSP00000371634	455	FUS	IGF2BP2	TRUE	FALSE
9606.ENSP00000341826	9606.ENSP00000410769	455	HNRNPA1	CNBP	FALSE	TRUE
9606.ENSP00000348849	9606.ENSP00000448035	455	RPS26	NACA	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000343325	454	ACTA2	PKN1	FALSE	TRUE
9606.ENSP00000324105	9606.ENSP00000346001	454	ENO3	RPL3	TRUE	FALSE
9606.ENSP00000342278	9606.ENSP00000346027	454	OAS2	RPL21	TRUE	FALSE
9606.ENSP00000346027	9606.ENSP00000368699	454	RPL21	ISG15	FALSE	TRUE
9606.ENSP00000228251	9606.ENSP00000393953	454	YBX3	PNPT1	FALSE	TRUE
9606.ENSP00000247843	9606.ENSP00000348849	453	YEATS4	RPS26	TRUE	FALSE
9606.ENSP00000262056	9606.ENSP00000358159	453	EIF4B	ASCC3	FALSE	TRUE
9606.ENSP00000262966	9606.ENSP00000370258	453	MPND	EIF3CL	TRUE	FALSE
9606.ENSP00000341826	9606.ENSP00000405620	453	HNRNPA1	DHX30	FALSE	TRUE
9606.ENSP00000261313	9606.ENSP00000417602	453	PEBP1	MRPL47	FALSE	TRUE
9606.ENSP00000325240	9606.ENSP00000419851	453	LASP1	GMPS	FALSE	TRUE
9606.ENSP00000267101	9606.ENSP00000351108	452	ERBB3	HNRNPAB	TRUE	FALSE
9606.ENSP00000304985	9606.ENSP00000354722	452	ZFX	EIF1AY	TRUE	FALSE
9606.ENSP00000305958	9606.ENSP00000367869	452	STIP1	GNB1	FALSE	TRUE
9606.ENSP00000340281	9606.ENSP00000370258	452	EIF4G2	EIF3CL	TRUE	FALSE
9606.ENSP00000233084	9606.ENSP00000382840	452	DDX1	DDX3X	TRUE	FALSE
9606.ENSP00000227378	9606.ENSP00000398131	452	HSPA8	GSPT1	TRUE	FALSE
9606.ENSP00000263895	9606.ENSP00000309629	451	RND3	CFL1	TRUE	FALSE
9606.ENSP00000308461	9606.ENSP00000309629	451	RND1	CFL1	TRUE	FALSE
9606.ENSP00000305958	9606.ENSP00000313953	451	STIP1	TTC27	FALSE	TRUE
9606.ENSP00000325240	9606.ENSP00000339521	451	LASP1	RSU1	FALSE	TRUE
9606.ENSP00000295822	9606.ENSP00000346001	451	EIF5A2	RPL3	TRUE	FALSE
9606.ENSP00000303585	9606.ENSP00000349960	451	CLIP1	ACTB	TRUE	FALSE
9606.ENSP00000343325	9606.ENSP00000349960	451	PKN1	ACTB	TRUE	FALSE
9606.ENSP00000358635	9606.ENSP00000358716	451	SYNCRIP	DDX20	FALSE	TRUE
9606.ENSP00000348849	9606.ENSP00000362244	451	RPS26	MAP7D1	FALSE	TRUE
9606.ENSP00000336702	9606.ENSP00000368699	451	EIF5A	ISG15	FALSE	TRUE
9606.ENSP00000309629	9606.ENSP00000369318	451	CFL1	RHOBTB3	FALSE	TRUE
